PROJECTID,cohort_col,TESTNAME,UNITS,n,omnibus_pval,omnibus_qval_fdr_bh,outlier_handling,gba_included,log_transform,pd_only
LCC 108,HEURISTIC,GlcCer(d18:2/18:0),area ratio,39.0,2.708097810410586e-07,0.0001567988632227,none,False,False,True
LCC 108,HEURISTIC,Glutathione,area,39.0,0.2627496608650241,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,Glutathione,area ratio,39.0,0.3276758426860184,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Glycerophosphorylcholine,area,39.0,0.3562391457576725,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Glycerophosphorylcholine,area ratio,39.0,0.428089503383247,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,GM3(d34:1),area,39.0,0.0092085006003661,0.2050662249081544,none,False,False,True
LCC 108,HEURISTIC,GM3(d34:1),area ratio,39.0,0.0354942485070194,0.4690506302780013,none,False,False,True
LCC 108,HEURISTIC,GM3(d36:1),area,39.0,0.0311707530198807,0.4627657948336144,none,False,False,True
LCC 108,HEURISTIC,GM3(d36:1),area ratio,39.0,0.0319994737020078,0.4631923818365632,none,False,False,True
LCC 108,HEURISTIC,GM3(d38:1),area,39.0,0.6961405284719299,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,GM3(d38:1),area ratio,39.0,0.7271963450769521,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,GM3(d40:1),area,39.0,0.3706818746646589,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,GM3(d40:1),area ratio,39.0,0.6191411910850264,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Hexanoylcarnitine,area,39.0,0.4471846032007937,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Hexanoylcarnitine,area ratio,39.0,0.4398312653754105,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/16:0),area,39.0,0.3923618421815266,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/16:0),area ratio,39.0,0.0493450624876139,0.5290887255616382,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/18:0),area,39.0,0.001592765612368,0.0709393299662382,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/18:0),area ratio,39.0,1.3872065160927196e-06,0.0004015962864088,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/24:0),area,39.0,0.6855888691493391,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/24:0),area ratio,39.0,0.1794716782203157,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/24:1),area,39.0,0.2850648267442922,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,HexCer(d18:1/24:1),area ratio,39.0,0.0117886500996115,0.2437724431312536,none,False,False,True
LCC 108,HEURISTIC,Histamine,area,39.0,0.5147312402002164,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Histamine,area ratio,39.0,0.5109265738315683,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Homocysteine,area,39.0,0.7917025712726343,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Homocysteine,area ratio,39.0,0.663137265613367,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Hypoxanthine,area,39.0,0.992472434760434,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Hypoxanthine,area ratio,39.0,0.9943259418120464,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Hypoxanthine,mg/dL,39.0,0.9943259188315764,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Imidazoleacetic acid,area,39.0,0.9504016054100805,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Imidazoleacetic acid,area ratio,39.0,0.8008315284790403,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Indole,area,39.0,0.6159545442338439,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Indole,area ratio,39.0,0.6411799234856427,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Inosine,area,39.0,0.4390467854919224,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Inosine,area ratio,39.0,0.3683841687786551,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Inosine,mg/dL,39.0,0.3683845568341026,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Isovalerylcarnitine,area,39.0,0.6633438656117945,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Isovalerylcarnitine,area ratio,39.0,0.7941340861914045,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Kynurenic acid,area,39.0,0.2780843645436471,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,Kynurenic acid,area ratio,39.0,0.3909534955862956,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Acetylcarnitine,area,39.0,0.6521446833629594,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Acetylcarnitine,area ratio,39.0,0.6445828357254547,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Alanine,area,39.0,0.1949272797058082,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,L-Alanine,area ratio,39.0,0.2452639436215102,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Arginine,area,39.0,0.0438898902564236,0.5156757474237832,none,False,False,True
LCC 108,HEURISTIC,L-Arginine,area ratio,39.0,0.0735830897467037,0.6762636343387538,none,False,False,True
LCC 108,HEURISTIC,L-Asparagine,area,39.0,0.1414710364191097,0.8940041470574267,none,False,False,True
LCC 108,HEURISTIC,L-Asparagine,area ratio,39.0,0.1967851488178245,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,L-Aspartic acid,area,39.0,0.3852975528279923,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Aspartic acid,area ratio,39.0,0.4708716843778583,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Carnitine,area,39.0,0.0900296935513247,0.7554665589306816,none,False,False,True
LCC 108,HEURISTIC,L-Carnitine,area ratio,39.0,0.0864478460863933,0.7554665589306816,none,False,False,True
LCC 108,HEURISTIC,L-Cysteine,area,39.0,0.3091056322241934,0.9726747883576524,none,False,False,True
LCC 108,HEURISTIC,L-Cysteine,area ratio,39.0,0.3810814086741998,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Cystine,area,39.0,0.0899819893417608,0.7554665589306816,none,False,False,True
LCC 108,HEURISTIC,L-Cystine,area ratio,39.0,0.065907777472248,0.6375272351513052,none,False,False,True
LCC 108,HEURISTIC,L-Dopa,area,39.0,0.2665032484827019,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Dopa,area ratio,39.0,0.2750631457332285,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Glutamic acid,area,39.0,0.6208128314810583,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Glutamic acid,area ratio,39.0,0.7537541844745327,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Glutamine,area,39.0,7.510105003142739e-06,0.0014494502656065,none,False,False,True
LCC 108,HEURISTIC,L-Glutamine,area ratio,39.0,0.0001618921381061,0.0133907925662073,none,False,False,True
LCC 108,HEURISTIC,L-Histidine,area,39.0,0.2660331338998171,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Histidine,area ratio,39.0,0.2963607939815238,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Homoserine,area,39.0,0.8690965511640298,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Homoserine,area ratio,39.0,0.93162922601776,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-isoleucine,area,39.0,0.2681346938599121,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-isoleucine,area ratio,39.0,0.2945522476704108,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Kynurenine,area,39.0,0.7693772299981737,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Kynurenine,area ratio,39.0,0.7060889006690346,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Leucine,area,39.0,0.2929329545164653,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Leucine,area ratio,39.0,0.3321125701248941,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Lysine,area,39.0,0.0010854434351513,0.052372645746051,none,False,False,True
LCC 108,HEURISTIC,L-Lysine,area ratio,39.0,0.0035455100157612,0.1157653843012355,none,False,False,True
LCC 108,HEURISTIC,L-Methionine,area,39.0,0.2514623240907622,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Methionine,area ratio,39.0,0.2144009159706673,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,L-Methionine S-oxide,area,39.0,0.14438445062477,0.8940041470574267,none,False,False,True
LCC 108,HEURISTIC,L-Methionine S-oxide,area ratio,39.0,0.2046383202455689,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,L-Palmitoylcarnitine,area,39.0,0.0061856087207766,0.16279397496953,none,False,False,True
LCC 108,HEURISTIC,L-Palmitoylcarnitine,area ratio,39.0,0.0032797024976555,0.1157653843012355,none,False,False,True
LCC 108,HEURISTIC,L-Phenylalanine,area,39.0,0.1642893675389418,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,L-Phenylalanine,area ratio,39.0,0.2053719147698618,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,L-Proline,area,39.0,0.0182363476723335,0.3442136097766045,none,False,False,True
LCC 108,HEURISTIC,L-Proline,area ratio,39.0,0.035644607482266,0.4690506302780013,none,False,False,True
LCC 108,HEURISTIC,L-Serine,area,39.0,0.3703520915954691,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Serine,area ratio,39.0,0.4486808553165906,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Threonine,area,39.0,0.9260808632910746,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Threonine,area ratio,39.0,0.9930739407928916,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Tryptophan,area,39.0,0.9526913365651516,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Tryptophan,area ratio,39.0,0.9592728683457452,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,L-Tyrosine,area,39.0,0.4126575032952408,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Tyrosine,area ratio,39.0,0.2905824310825476,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,L-Valine,area,39.0,0.3979020517094193,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,L-Valine,area ratio,39.0,0.2607799893124826,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/16:0),area,39.0,0.4418023408242068,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/16:0),area ratio,39.0,0.0453045881594705,0.5156757474237832,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/18:0),area,39.0,0.0039988042936523,0.1157653843012355,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/18:0),area ratio,39.0,3.302996867583507e-05,0.0047810879658271,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/24:0),area,39.0,0.6486506891759473,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/24:0),area ratio,39.0,0.276399333220983,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/24:1),area,39.0,0.1338196542874128,0.8940041470574267,none,False,False,True
LCC 108,HEURISTIC,LacCer(d18:1/24:1),area ratio,39.0,0.0072433609001763,0.1779927789625433,none,False,False,True
LCC 108,HEURISTIC,Linoleyl carnitine,area,39.0,0.5738101637002817,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Linoleyl carnitine,area ratio,39.0,0.5442373802791063,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(16:0),area,39.0,0.371359927147631,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,LPC(16:0),area ratio,39.0,0.8673518580474039,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(16:1),area,39.0,0.4077746134436773,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,LPC(16:1),area ratio,39.0,0.6278545947841804,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(18:0),area,39.0,0.3802507161531061,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,LPC(18:0),area ratio,39.0,0.7043545479503998,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(18:1),area,39.0,0.5787069211229183,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(18:1),area ratio,39.0,0.8802609046562246,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(20:4),area,39.0,0.6665648119890536,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(20:4),area ratio,39.0,0.7301711307867985,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(22:6),area,39.0,0.3627483983581056,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,LPC(22:6),area ratio,39.0,0.572030608969285,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(24:0),area,39.0,0.7057650506818663,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(24:0),area ratio,39.0,0.6254439105146496,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(24:1),area,39.0,0.6125291215063996,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(24:1),area ratio,39.0,0.6065659875384676,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(26:0),area,39.0,0.6565024930333495,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,LPC(26:0),area ratio,39.0,0.3050978990107841,0.9653097460505136,none,False,False,True
LCC 108,HEURISTIC,LSM,area,39.0,0.2753678827829664,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,LSM,area ratio,39.0,0.4119145571852865,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,MG(16:0),area,39.0,0.5612787339000094,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,MG(16:0),area ratio,39.0,0.7786231761728661,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,MG(18:0),area,39.0,0.1684758423268962,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,MG(18:0),area ratio,39.0,0.2667734466070131,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,MG(18:1),area,39.0,0.389006843785962,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,MG(18:1),area ratio,39.0,0.7187783981666955,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,MG(20:4),area,39.0,0.9451431986329988,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,MG(20:4),area ratio,39.0,0.8428948511159299,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Myristoylcarnitine,area,39.0,0.7369541198098615,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Myristoylcarnitine,area ratio,39.0,0.5988716661511214,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,mz285_rt4.55,area,39.0,0.5302492921570388,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,mz285_rt4.55,area ratio,39.0,0.9571940807813024,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,N-acetyl glutamate,area,39.0,0.1506768213578807,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,N-acetyl glutamate,area ratio,39.0,0.1451821425496914,0.8940041470574267,none,False,False,True
LCC 108,HEURISTIC,N-Acetylneuraminic acid,area,39.0,0.1007916706817349,0.818170533399672,none,False,False,True
LCC 108,HEURISTIC,N-Acetylneuraminic acid,area ratio,39.0,0.1110515901449847,0.8653951273756139,none,False,False,True
LCC 108,HEURISTIC,N-Acetylputrescine,area,39.0,0.7923409925407245,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,N-Acetylputrescine,area ratio,39.0,0.7774169776001564,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,N-Acetylserine,area,39.0,0.3393616200589975,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,N-Acetylserine,area ratio,39.0,0.2610011588002561,0.95665603523153,none,False,False,True
LCC 108,HEURISTIC,N-Alpha-acetyllysine,area,39.0,0.028963592179345,0.4413136808379147,none,False,False,True
LCC 108,HEURISTIC,N-Alpha-acetyllysine,area ratio,39.0,0.0223396257166332,0.3495849537819092,none,False,False,True
LCC 108,HEURISTIC,N-formylanthranilic acid,area,39.0,0.3157468733119505,0.9828894604710718,none,False,False,True
LCC 108,HEURISTIC,N-formylanthranilic acid,area ratio,39.0,0.3235892603949861,0.9910242332962076,none,False,False,True
LCC 108,HEURISTIC,N1-Acetylspermidine,area,39.0,0.345182326735256,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,N1-Acetylspermidine,area ratio,39.0,0.4767131846107619,0.9964510248723146,none,False,False,True
LCC 108,HEURISTIC,"N6,N6,N6-Trimethyllysine",area,39.0,0.439465499575472,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,"N6,N6,N6-Trimethyllysine",area ratio,39.0,0.4105118493220894,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Niacinamide,area,39.0,0.951041472487226,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Niacinamide,area ratio,39.0,0.9537783105720268,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Nicotinamide riboside,area,39.0,0.8274013413953133,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Nicotinamide riboside,area ratio,39.0,0.8409653724762666,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Nicotinic acid,area,39.0,0.5736871158892232,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Nicotinic acid,area ratio,39.0,0.5401296330964769,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Nitrotyrosine,area,39.0,0.9705486746806256,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Nitrotyrosine,area ratio,39.0,0.9584122383760416,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Norepinephrine,area,39.0,0.889833827922405,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Norepinephrine,area ratio,39.0,0.8145608392561771,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Octanoylcarnitine,area,39.0,0.4710186802010787,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Octanoylcarnitine,area ratio,39.0,0.4943830515553626,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,Ornithine,area,39.0,0.1367133485206034,0.8940041470574267,none,False,False,True
LCC 108,HEURISTIC,Ornithine,area ratio,39.0,0.3221733113335011,0.9910242332962076,none,False,False,True
LCC 108,HEURISTIC,PA(16:0_18:1),area,39.0,0.6805964519655134,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(16:0_18:1),area ratio,39.0,0.8567877416131693,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:0_18:1),area,39.0,0.7306686232432936,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:0_18:1),area ratio,39.0,0.4307155410924195,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,PA(18:0_20:4),area,39.0,0.7249919726276827,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:0_20:4),area ratio,39.0,0.9769457250399016,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:0_22:6),area,39.0,0.7082913293221783,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:0_22:6),area ratio,39.0,0.9454396658630506,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:1_18:1),area,39.0,0.7189743560323593,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:1_18:1),area ratio,39.0,0.8628894008353266,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PA(18:1_22:6),area,39.0,0.0548794292503269,0.557459465542795,none,False,False,True
LCC 108,HEURISTIC,PA(18:1_22:6),area ratio,39.0,0.414492468579937,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,Paraxanthine,area,39.0,0.0426697352948204,0.5156757474237832,none,False,False,True
LCC 108,HEURISTIC,Paraxanthine,area ratio,39.0,0.0454222160943228,0.5156757474237832,none,False,False,True
LCC 108,HEURISTIC,PC(36:1),area,39.0,0.5756137587999416,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(36:1),area ratio,39.0,0.5672101338973793,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(36:2),area,39.0,0.837181129306493,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(36:2),area ratio,39.0,0.2109706074271894,0.900843707210794,none,False,False,True
LCC 108,HEURISTIC,PC(36:4),area,39.0,0.3580277627036449,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,PC(36:4),area ratio,39.0,0.8861798173778921,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(38:4),area,39.0,0.3575599239182792,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,PC(38:4),area ratio,39.0,0.7989178750465089,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(38:6),area,39.0,0.3741708133523306,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,PC(38:6),area ratio,39.0,0.436279945590905,0.9930354163961256,none,False,False,True
LCC 108,HEURISTIC,PC(40:6),area,39.0,0.5397231398429466,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(40:6),area ratio,39.0,0.521092868508647,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(O-18:0/2:0),area,39.0,0.5742205703009797,0.9991072098267856,none,False,False,True
LCC 108,HEURISTIC,PC(O-18:0/2:0),area ratio,39.0,0.7853756093902213,0.9991072098267856,none,False,False,True
